3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
  168 Mg  26  14  12  -216.675139 -8.333659 0.000026  0 11.093070 0.000076  0 14.144666 0.001226  0 18.423604 0.000050  0 24.838884 0.000530  0
  169 Mg  27  15  12  -223.118523 -8.263649 0.000054  0  6.443384 0.000080  0 15.013749 0.003564  0 17.536454 0.000104  0 27.127093 0.029104  0
  170 Mg  28  16  12  -231.622083 -8.272217 0.001988  0  8.503560 0.002042  0 16.788993 0.005714  0 14.946944 0.002014  0 30.075968 0.020422  0
  171 Mg  29  17  12  -235.277377 -8.113013 0.011397  0  3.655294 0.013385  0 16.902437 0.021645  0 12.158854 0.011451  0 32.229744 0.102171  0
  172 Mg  30  18  12  -241.629699 -8.054323 0.003450  0  6.352322 0.014847  0 18.851772 0.010787  0 10.007616 0.005438  0 34.759556 0.129506  0
  173 Mg  31  19  12  -243.939347 -7.869011 0.003069  0  2.309648 0.006519  0 18.884759 0.007809  0  8.661970 0.014466  0 36.097949 0.152564  0
  174 Mg  32  20  12  -249.717399 -7.803669 0.003264  0  5.778052 0.006333  0 20.362864 0.017245  0  8.087700 0.006714  0 38.685014 0.256524  0
  175 Mg  33  21  12  -251.997534 -7.636289 0.002904  0  2.280135 0.006168  0 20.965794 0.040152  0  8.058187 0.005973  0 40.795289 0.269101  0
  176 Mg  34  22  12  -256.707779 -7.550229 0.028866  0  4.710245 0.031770  0 22.744673 0.478788  0  6.990380 0.032130  0 43.239324 0.540866  1
  177 Mg  35  23  12  -257.462674 -7.356076 0.269675  0  0.754895 0.298541  0 23.328268 0.869095  0  5.465140 0.272579  0 44.946219 0.863675  1
  178 Mg  36  24  12  -260.793603 -7.244267 0.690228  0  3.330929 0.959903  0 25.143055 1.355228  1  4.085824 0.719094  0 47.039148 1.200228  1
  179 Mg  37  25  12  -261.033626 -7.054963 0.698930  0  0.240023 1.389158  0 25.382078 1.382930  1  3.570952 0.968605  0  0.000001 0.000001  0
  180 Mg  38  26  12  -263.258519 -6.927856 0.494000  1  2.224893 1.192930  1 26.758971 1.197000  2  2.464916 1.184228  1  0.000001 0.000001  0
  181 Mg  39  27  12  -263.127519 -6.746859 0.507000  1 -0.131000 1.001000  2  0.000001 0.000001  0  2.093893 1.205930  1  0.000001 0.000001  0
  182 Mg  40  28  12  -265.114519 -6.627863 0.520000  1  1.987000 1.027000  2  0.000001 0.000001  0  1.856000 1.014000  2  0.000001 0.000001  0
  183 Al  21   8  13  -132.335364 -6.301684 0.588000  1  0.000001 0.000001  0 -2.219656 0.589860  1  0.000001 0.000001  0  0.520000 0.598526  1
  184 Al  22   9  13  -149.197364 -6.781698 0.396000  1 16.862000 0.984000  2 -0.002807 0.396756  1  0.000001 0.000001  0  3.231895 0.397120  1
  185 Al  23  10  13  -168.715085 -7.335438 0.000345  0 19.517721 0.396345  1  0.139823 0.000653  0 36.379721 0.588345  1  5.643049 0.000450  0
  186 Al  24  11  13  -183.583332 -7.649305 0.000240  0 14.868247 0.000585  0  1.863167 0.000401  0 34.385968 0.396240  1  9.443109 0.000416  0
  187 Al  25  12  13  -200.521764 -8.020871 0.000075  0 16.938432 0.000315  0  2.270228 0.000099  0 31.806679 0.000420  0 13.961876 0.000075  0
  188 Al  26  13  13  -211.887254 -8.149510 0.000078  0 11.365490 0.000153  0  6.305184 0.000128  0 28.303922 0.000318  0 18.367993 0.000102  0
  189 Al  27  14  13  -224.945295 -8.331307 0.000054  0 13.058041 0.000132  0  8.270155 0.000080  0 24.423531 0.000129  0 22.414821 0.001254  0
  190 Al  28  15  13  -232.670396 -8.309657 0.000084  0  7.725101 0.000138  0  9.551872 0.000138  0 20.783142 0.000162  0 24.565621 0.003594  0
  191 Al  29  16  13  -242.098820 -8.348235 0.000348  0  9.428424 0.000432  0 10.476736 0.002336  0 17.153525 0.000402  0 27.265729 0.004074  0
  192 Al  30  17  13  -247.827204 -8.260907 0.002880  0  5.728384 0.003228  0 12.549826 0.014277  0 15.156808 0.002964  0 29.452263 0.013128  0
  193 Al  31  18  13  -254.984391 -8.225303 0.002232  0  7.157187 0.005112  0 13.354691 0.005682  0 12.885571 0.002580  0 32.206463 0.009569  0
  194 Al  32  19  13  -259.204372 -8.100137 0.007168  0  4.219981 0.009400  0 15.265024 0.010237  0 11.377168 0.010048  0 34.149783 0.011908  0
  195 Al  33  20  13  -264.673692 -8.020415 0.006996  0  5.469320 0.014164  0 14.956292 0.010260  0  9.689301 0.009228  0 35.319156 0.020977  0
  196 Al  34  21  13  -267.247916 -7.860233 0.003060  0  2.574224 0.010056  0 15.250381 0.005964  0  8.043544 0.010228  0 36.216175 0.040308  0
  197 Al  35  22  13  -272.542704 -7.786934 0.007350  0  5.294788 0.010410  0 15.834924 0.036216  0  7.869012 0.014346  0 38.579597 0.457272  0
  198 Al  36  23  13  -274.439904 -7.623331 0.149508  0  1.897200 0.156858  0 16.977229 0.419183  0  7.191988 0.152568  0 40.305497 0.748928  0
  199 Al  37  24  13  -278.652019 -7.531136 0.180227  0  4.212115 0.329735  0 17.858415 0.870455  0  6.109315 0.187577  0 43.001470 0.845227  1
  200 Al  38  25  13  -280.323050 -7.376922 0.374452  0  1.671031 0.554679  0 19.289423 1.073382  0  5.883146 0.523960  0 44.671501 1.058452  1
  201 Al  39  26  13  -283.952364 -7.280830 0.390000  1  3.629314 0.764452  1 20.693844 0.884000  2  5.300345 0.570227  1 47.452815 1.093000  2
  202 Al  40  27  13  -285.073364 -7.126834 0.400000  1  1.121000 0.790000  2 21.945844 0.907000  2  4.750314 0.774452  1  0.000001 0.000001  0
  203 Al  41  28  13  -287.321364 -7.007838 0.492000  1  2.248000 0.892000  2 22.206844 1.012000  2  3.369000 0.882000  2  0.000001 0.000001  0
  204 Al  42  29  13  -288.701364 -6.873842 0.588000  1  1.380000 1.080000  2  0.000001 0.000001  0  3.628000 0.988000  2  0.000001 0.000001  0
  205 Al  43  30  13  -289.856364 -6.740846 0.817000  1  1.155000 1.405000  2  0.000001 0.000001  0  2.535000 1.309000  2  0.000001 0.000001  0
  206 Si  22   8  14  -133.268077 -6.057640 0.506000  1  0.000001 0.000001  0  0.932714 1.094000  2  0.000001 0.000001  0 -1.286942 0.507860  1
  207 Si  23   9  14  -150.987077 -6.564656 0.506000  1 17.719000 1.012000  2  1.789714 0.902000  2  0.000001 0.000001  0  1.786907 0.506756  1
  208 Si  24  10  14  -172.005645 -7.166902 0.019464  0 21.018568 0.525464  1  3.290561 0.019809  0 38.737568 0.525464  1  3.430384 0.019772  0
  209 Si  25  11  14  -186.994827 -7.479793 0.010000  0 14.989182 0.029464  0  3.411496 0.010240  0 36.007750 0.516000  1  5.274663 0.010161  0
  210 Si  26  12  14  -206.034485 -7.924403 0.000104  0 19.039658 0.010104  0  5.512722 0.000179  0 34.028840 0.019568  0  7.782950 0.000128  0
  211 Si  27  13  14  -219.349284 -8.124048 0.000108  0 13.314799 0.000212  0  7.462031 0.000186  0 32.354457 0.010108  0 13.767215 0.000158  0
  212 Si  28  14  14  -236.528909 -8.447461 0.000001  0 17.179625 0.000108  0 11.583615 0.000054  0 30.494424 0.000104  0 19.853770 0.000026  0
  213 Si  29  15  14  -245.002492 -8.448362 0.000001  0  8.473583 0.000001  0 12.332097 0.000084  0 25.653208 0.000108  0 21.883969 0.000054  0
  214 Si  30  16  14  -255.611697 -8.520390 0.000030  0 10.609205 0.000030  0 13.512878 0.000378  0 19.082788 0.000030  0 23.989614 0.002018  0
  215 Si  31  17  14  -262.199098 -8.458035 0.000031  0  6.587401 0.000061  0 14.371895 0.002911  0 17.196606 0.000031  0 26.921721 0.011428  0
  216 Si  32  18  14  -271.399053 -8.481220 0.000288  0  9.199955 0.000319  0 16.414663 0.002520  0 15.787356 0.000318  0 29.769354 0.003738  0
  217 Si  33  19  14  -275.907024 -8.360819 0.000693  0  4.507971 0.000981  0 16.702653 0.007861  0 13.707926 0.000724  0 31.967677 0.003762  0
  218 Si  34  20  14  -283.420871 -8.335908 0.014110  0  7.513847 0.014803  0 18.747180 0.021106  0 12.021818 0.014398  0 33.703472 0.017374  0
  219 Si  35  21  14  -285.926782 -8.169337 0.035840  0  2.505911 0.049950  0 18.678867 0.038900  0 10.019758 0.036533  0 33.929248 0.038744  0
  220 Si  36  22  14  -292.042761 -8.112299 0.071784  0  6.115979 0.107624  0 19.500058 0.079134  0  8.621890 0.085894  0 35.334982 0.100650  0
  221 Si  37  23  14  -294.249488 -7.952689 0.113812  0  2.206727 0.185596  0 19.809585 0.263320  0  8.322706 0.149652  0 36.786814 0.383487  0
  222 Si  38  24  14  -299.919579 -7.892621 0.104804  0  5.670091 0.218616  0 21.267561 0.285031  0  7.876818 0.176588  0 39.125976 0.795032  0
  223 Si  39  25  14  -301.500258 -7.730776 0.135525  0  1.580679 0.240329  0 21.177209 0.509977  0  7.250770 0.249337  0 40.466632 0.834455  0
  224 Si  40  26  14  -306.462237 -7.661556 0.345120  0  4.961979 0.480645  0 22.509874 0.735120  1  6.542658 0.449924  0 43.203718 0.839120  1
  225 Si  41  27  14  -307.843570 -7.508380 0.554689  0  1.381333 0.899809  0 22.770207 0.954689  1  6.343312 0.690214  0 44.716051 1.061689  1
  226 Si  42  28  14  -311.548077 -7.417811 0.504000  1  3.704507 1.058689  1 24.226714 0.996000  2  5.085840 0.849120  1 46.433558 1.024000  2
  227 Si  43  29  14  -312.989077 -7.278816 0.602000  1  1.441000 1.106000  2 24.287714 1.190000  2  5.145507 1.156689  1  0.000001 0.000001  0
  228 Si  44  30  14  -315.648077 -7.173820 0.616000  1  2.659000 1.218000  2 25.791714 1.433000  2  4.100000 1.120000  2  0.000001 0.000001  0
  229 Si  45  31  14  -314.767077 -6.994824 0.720000  1 -0.881000 1.336000  2  0.000001 0.000001  0  1.778000 1.322000  2  0.000001 0.000001  0
  230  P  24   9  15  -148.646656 -6.193611 0.504000  1  0.000001 0.000001  0 -2.340421 1.010000  2  0.000001 0.000001  0 -0.550707 0.900000  2
  231  P  25  10  15  -170.290656 -6.811626 0.400000  1 21.644000 0.904000  2 -1.714989 0.419464  1  0.000001 0.000001  0  1.575572 0.400345  1
  232  P  26  11  15  -187.138656 -7.197641 0.208000  1 16.848000 0.608000  2  0.143829 0.218000  1 38.492000 0.712000  2  3.555325 0.208240  1
  233  P  27  12  15  -206.903482 -7.663092 0.026352  0 19.764826 0.234352  1  0.868997 0.026456  0 36.612826 0.426352  1  6.381719 0.026427  0
  234  P  28  13  15  -221.400068 -7.907145 0.001148  0 14.496586 0.027500  0  2.050784 0.001256  0 34.261412 0.209148  1  9.512815 0.001226  0
  235  P  29  14  15  -239.276500 -8.250914 0.000348  0 17.876432 0.001496  0  2.747591 0.000348  0 32.373018 0.026700  0 14.331206 0.000402  0
  236  P  30  15  15  -250.595836 -8.353195 0.000060  0 11.319336 0.000408  0  5.593344 0.000060  0 29.195768 0.001208  0 17.925441 0.000144  0
  237  P  31  16  15  -262.906833 -8.480866 0.000001  0 12.310997 0.000060  0  7.295136 0.000030  0 23.630333 0.000348  0 20.808014 0.000348  0
  238  P  32  17  15  -270.842496 -8.463828 0.000032  0  7.935663 0.000032  0  8.643398 0.000063  0 20.246660 0.000092  0 23.015293 0.002912  0
  239  P  33  18  15  -280.946254 -8.513523 0.001089  0 10.103758 0.001121  0  9.547201 0.001377  0 18.039421 0.001089  0 25.961864 0.003321  0
  240  P  34  19  15  -287.228946 -8.447910 0.000816  0  6.282692 0.001905  0 11.321922 0.001509  0 16.386450 0.000848  0 28.024575 0.007984  0
  241  P  35  20  15  -295.609371 -8.445982 0.001855  0  8.380425 0.002671  0 12.188500 0.015965  0 14.663117 0.002944  0 30.935680 0.008851  0
  242  P  36  21  15  -299.073904 -8.307608 0.013104  0  3.464533 0.014959  0 13.147122 0.048944  0 11.844958 0.013920  0 31.825989 0.016164  0
  243  P  37  22  15  -305.890191 -8.267302 0.037962  0  6.816287 0.051066  0 13.847430 0.109746  0 10.280820 0.039817  0 33.347488 0.045312  0
  244  P  38  23  15  -309.587068 -8.147028 0.072580  0  3.696877 0.110542  0 15.337580 0.186392  0 10.513164 0.085684  0 35.147165 0.222088  0
  245  P  39  24  15  -315.811447 -8.097729 0.112632  0  6.224379 0.185212  0 15.891868 0.217436  0  9.921256 0.150594  0 37.159429 0.292859  0
  246  P  40  25  15  -319.222496 -7.980562 0.153600  0  3.411049 0.266232  0 17.722238 0.289125  0  9.635428 0.226180  0 38.899447 0.528052  0
  247  P  41  26  15  -324.159247 -7.906323 0.120171  0  4.936751 0.273771  0 17.697010 0.465291  0  8.347800 0.232803  0 40.206884 0.510171  1
  248  P  42  27  15  -326.241028 -7.767644 0.314370  0  2.081781 0.434541  0 18.397458 0.869059  0  7.018532 0.467970  0 41.167665 0.714370  1
  249  P  43  28  15  -330.642252 -7.689355 0.554700  0  4.401224 0.869070  0 19.094175 1.058700  1  6.483005 0.674871  0 43.320889 1.046700  1
  250  P  44  29  15  -332.938656 -7.566788 0.484000  1  2.296404 1.038700  1 19.949579 1.086000  2  6.697628 0.798370  1 44.237293 1.072000  2
  251  P  45  30  15  -335.870656 -7.463792 0.495000  1  2.932000 0.979000  2 20.222579 1.111000  2  5.228404 1.049700  1 46.014293 1.312000  2
  252  P  46  31  15  -336.572656 -7.316797 0.690000  1  0.702000 1.185000  2 21.805579 1.410000  2  3.634000 1.174000  2  0.000001 0.000001  0
  253  P  47  32  15  -337.920656 -7.189801 0.799000  1  1.348000 1.489000  2  0.000001 0.000001  0  2.050000 1.294000  2  0.000001 0.000001  0
  254  S  26  10  16  -170.237097 -6.547581 0.598000  1  0.000001 0.000001  0 -0.053559 0.998000  2  0.000001 0.000001  0 -1.768548 0.617464  1
  255  S  27  11  16  -188.368097 -6.976596 0.405000  1 18.131000 1.003000  2  1.229441 0.613000  2  0.000001 0.000001  0  1.373270 0.415000  1
  256  S  28  12  16  -209.395217 -7.478401 0.159992  0 21.027120 0.564992  1  2.491735 0.186344  0 39.158120 0.757992  1  3.360732 0.160096  0
  257  S  29  13  16  -224.696177 -7.748144 0.049996  0 15.300960 0.209988  0  3.296109 0.051144  0 36.328080 0.454996  1  5.346893 0.050104  0
  258  S  30  14  16  -243.670307 -8.122344 0.000210  0 18.974130 0.050206  0  4.393807 0.000558  0 34.275090 0.160202  0  7.141398 0.000210  0
  259  S  31  15  16  -256.724897 -8.281448 0.000217  0 13.054590 0.000427  0  6.129061 0.000277  0 32.028720 0.050213  0 11.722405 0.000217  0
  260  S  32  16  16  -271.769225 -8.492788 0.000001  0 15.044328 0.000217  0  8.862392 0.000001  0 28.098918 0.000210  0 16.157528 0.000030  0
  261  S  33  17  16  -280.410887 -8.497300 0.000001  0  8.641662 0.000001  0  9.568391 0.000032  0 23.685990 0.000217  0 18.211789 0.000031  0
  262  S  34  18  16  -291.828029 -8.583177 0.000034  0 11.417142 0.000034  0 10.881775 0.001123  0 20.058804 0.000034  0 20.428976 0.000322  0
  263  S  35  19  16  -298.813847 -8.537538 0.000035  0  6.985818 0.000069  0 11.584901 0.000851  0 18.402960 0.000035  0 22.906823 0.000728  0
  264  S  36  20  16  -308.703101 -8.575086 0.000180  0  9.889254 0.000215  0 13.093730 0.002035  0 16.875072 0.000214  0 25.282230 0.014290  0
  265  S  37  21  16  -313.006692 -8.459640 0.000185  0  4.303591 0.000365  0 13.932788 0.013289  0 14.192845 0.000220  0 27.079910 0.036025  0
  266  S  38  22  16  -321.042813 -8.448495 0.007182  0  8.036121 0.007367  0 15.152622 0.045144  0 12.339712 0.007362  0 29.000052 0.078966  0
  267  S  39  23  16  -325.415588 -8.343989 0.049998  0  4.372775 0.057180  0 15.828520 0.122578  0 12.408896 0.050183  0 31.166100 0.163810  0
  268  S  40  24  16  -333.162097 -8.329052 0.004000  0  7.746509 0.053998  0 17.350650 0.116632  0 12.119284 0.011182  0 33.242518 0.108804  0
  269  S  41  25  16  -337.404132 -8.229369 0.004100  0  4.242035 0.008100  0 18.181636 0.157700  0 11.988544 0.054098  0 35.903874 0.139625  0
  270  S  42  26  16  -344.104631 -8.192967 0.002814  0  6.700499 0.006914  0 19.945384 0.122985  0 10.942534 0.006814  0 37.642394 0.347934  0
  271  S  43  27  16  -346.733658 -8.063573 0.004988  0  2.629027 0.007802  0 20.492630 0.319358  0  9.329526 0.009088  0 38.890088 0.559677  0
  272  S  44  28  16  -351.813757 -7.995767 0.005236  0  5.080099 0.010224  0 21.171505 0.559936  0  7.709126 0.008050  0 40.265680 0.509236  1
  273  S  45  29  16  -354.670412 -7.881565 1.035360  0  2.856655 1.040596  0 21.731756 1.519360  1  7.936754 1.040348  0 41.681335 1.637360  1
  274  S  46  30  16  -358.421097 -7.791763 0.506000  1  3.750685 1.541360  1 22.550441 1.001000  2  6.607340 0.511236  1 42.773020 1.122000  2
  275  S  47  31  16  -359.445097 -7.647768 0.517000  1  1.024000 1.023000  2 22.872441 1.207000  2  4.774685 1.552360  1 44.678020 1.237000  2
  276  S  48  32  16  -362.149097 -7.544773 0.576000  1  2.704000 1.093000  2 24.228441 1.375000  2  3.728000 1.082000  2  0.000001 0.000001  0
  277  S  49  33  16  -361.854097 -7.384777 0.686000  1 -0.295000 1.262000  2  0.000001 0.000001  0  2.409000 1.203000  2  0.000001 0.000001  0
  278 cL  28  11  17  -185.179397 -6.613550 0.588000  1  0.000001 0.000001  0 -3.188701 0.993000  2  0.000001 0.000001  0 -1.959260 0.796000  2
  279 cL  29  12  17  -207.593525 -7.158397 0.188674  0 22.414128 0.776674  1 -1.801693 0.348666  0  0.000001 0.000001  0  0.690042 0.215026  0
  280 cL  30  13  17  -224.387397 -7.479580 0.210000  1 16.793872 0.398674  1 -0.308781 0.259996  1 39.208000 0.798000  2  2.987328 0.211148  1
  281 cL  31  14  17  -243.932876 -7.868802 0.003441  0 19.545479 0.213441  1  0.262568 0.003651  0 36.339351 0.192115  0  4.656375 0.003789  0
  282 cL  32  15  17  -258.304325 -8.072010 0.000576  0 14.371449 0.004017  0  1.579427 0.000793  0 33.916928 0.210576  1  7.708488 0.000636  0
  283 cL  33  16  17  -274.044312 -8.304373 0.000396  0 15.739987 0.000972  0  2.275086 0.000396  0 30.111436 0.003837  0 11.137478 0.000396  0
  284 cL  34  17  17  -285.552377 -8.398599 0.000034  0 11.508065 0.000430  0  5.141489 0.000034  0 27.248052 0.000610  0 14.709880 0.000066  0
  285 cL  35  18  17  -298.197127 -8.519918 0.000035  0 12.644750 0.000069  0  6.369097 0.000069  0 24.152815 0.000431  0 17.250872 0.001124  0
  286 cL  36  19  17  -306.776913 -8.521581 0.000036  0  8.579786 0.000071  0  7.963065 0.000071  0 21.224536 0.000070  0 19.547966 0.000852  0
  287 cL  37  20  17  -317.087794 -8.569940 0.000037  0 10.310881 0.000073  0  8.384692 0.000217  0 18.890667 0.000072  0 21.478422 0.001892  0
  288 cL  38  21  17  -323.195675 -8.505149 0.000114  0  6.107881 0.000151  0 10.188982 0.000299  0 16.418762 0.000150  0 24.121770 0.013218  0
  289 cL  39  22  17  -331.269075 -8.494079 0.001716  0  8.073400 0.001830  0 10.226261 0.008898  0 14.181281 0.001753  0 25.378883 0.039678  0
  290 cL  40  23  17  -337.097997 -8.427450 0.032080  0  5.828922 0.033796  0 11.682408 0.082078  0 13.902322 0.032194  0 27.510928 0.104660  0
  291 cL  41  24  17  -344.918716 -8.412652 0.068716  0  7.820719 0.100796  0 11.756618 0.072716  0 13.649641 0.070432  0 29.107268 0.181348  0
  292 cL  42  25  17  -350.514609 -8.345586 0.059598  0  5.595893 0.128314  0 13.110476 0.063698  0 13.416612 0.091678  0 31.292112 0.213198  0
  293 cL  43  26  17  -357.913635 -8.323573 0.061877  0  7.399026 0.121475  0 13.809003 0.064691  0 12.994919 0.130593  0 33.754387 0.182048  0
  294 cL  44  27  17  -362.210005 -8.232046 0.136312  0  4.296370 0.198189  0 15.476346 0.141300  0 11.695396 0.195910  0 35.968976 0.450682  0
  295 cL  45  28  17  -368.159307 -8.181318 0.136170  0  5.949302 0.272482  0 16.345549 0.141406  0 10.245672 0.198047  0 37.517054 0.690870  0
  296 cL  46  29  17  -371.827477 -8.083206 0.208656  0  3.668170 0.344826  0 17.157064 1.244016  0  9.617472 0.344968  0 38.888820 0.692656  1
  297 cL  47  30  17  -375.799397 -7.995732 0.423000  1  3.971920 0.631656  1 17.378299 0.929000  2  7.640090 0.559170  1 39.928740 0.918000  2
  298 cL  48  31  17  -378.371397 -7.882737 0.480000  1  2.572000 0.903000  2 18.926299 0.997000  2  6.543920 0.688656  1 41.798740 1.170000  2
  299 cL  49  32  17  -381.256397 -7.780743 0.588000  1  2.885000 1.068000  2 19.107299 1.164000  2  5.457000 1.011000  2 43.335740 1.387000  2
  300 cL  50  33  17  -382.537397 -7.650748 0.600000  1  1.281000 1.188000  2 20.683299 1.286000  2  4.166000 1.080000  2  0.000001 0.000001  0
  301 cL  51  34  17  -384.017397 -7.529753 0.714000  1  1.480000 1.314000  2  0.000001 0.000001  0  2.761000 1.302000  2  0.000001 0.000001  0
  302 aR  30  12  18  -207.111670 -6.903722 0.206160  0  0.000001 0.000001  0 -0.481854 0.394834  0  0.000001 0.000001  0 -2.283547 0.366152  0
  303 aR  31  13  18  -224.797550 -7.251534 0.186000  1 17.685880 0.392160  1  0.410154 0.396000  2  0.000001 0.000001  0  0.101373 0.235996  1
  304 aR  32  14  18  -246.385806 -7.699556 0.001760  0 21.588256 0.187760  1  2.452931 0.005201  0 39.274136 0.207920  0  2.715499 0.001970  0
  305 aR  33  15  18  -261.641065 -7.928517 0.000396  0 15.255259 0.002156  0  3.336741 0.000972  0 36.843515 0.186396  1  4.916168 0.000613  0
  306 aR  34  16  18  -278.706398 -8.197247 0.000068  0 17.065333 0.000464  0  4.662087 0.000464  0 32.320592 0.001828  0  6.937173 0.000068  0
  307 aR  35  17  18  -291.446685 -8.327048 0.000665  0 12.740287 0.000733  0  5.894309 0.000699  0 29.805620 0.001061  0 11.035798 0.000665  0
  308 aR  36  18  18  -306.702274 -8.519508 0.000036  0 15.255589 0.000701  0  8.505148 0.000071  0 27.995876 0.000104  0 14.874245 0.000070  0
  309 aR  37  19  18  -315.489693 -8.526748 0.000222  0  8.787419 0.000258  0  8.712781 0.000258  0 24.043008 0.000887  0 16.675846 0.000257  0
  310 aR  38  20  18  -327.328190 -8.613900 0.000190  0 11.838497 0.000412  0 10.240397 0.000227  0 20.625916 0.000226  0 18.625089 0.000370  0
  311 aR  39  21  18  -333.926872 -8.562227 0.004992  0  6.598682 0.005182  0 10.731198 0.005106  0 18.437179 0.005214  0 20.920180 0.005177  0
  312 aR  40  22  18  -343.795910 -8.594898 0.000001  0  9.869038 0.004992  0 12.526836 0.001716  0 16.467720 0.000190  0 22.753097 0.007182  0
  313 aR  41  23  18  -349.894802 -8.534020 0.000328  0  6.098892 0.000328  0 12.796806 0.032408  0 15.967930 0.005320  0 24.479214 0.050326  0
