3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
 1736 Pr 129  70  59 -1064.563872 -8.252433 0.029799  0 11.514156 0.059623  0  1.518347 0.057703  0 21.383020 0.283799  1  6.435156 0.055834  0
 1737 Pr 130  71  59 -1074.037132 -8.261824 0.064220  0  9.473260 0.094019  0  2.166747 0.092213  0 20.987416 0.094044  0  7.107676 0.118620  0
 1738 Pr 131  72  59 -1085.233585 -8.284226 0.047029  0 11.196453 0.111249  0  2.156380 0.074979  0 20.669713 0.076828  0  7.533741 0.068443  0
 1739 Pr 132  73  59 -1094.231736 -8.289634 0.028908  0  8.998151 0.075937  0  2.797735 0.061658  0 20.194604 0.093128  0  8.157770 0.054908  0
 1740 Pr 133  74  59 -1105.013166 -8.308370 0.012502  0 10.781430 0.041410  0  2.745425 0.032962  0 19.779581 0.059531  0  8.725953 0.040405  0
 1741 Pr 134  75  59 -1113.674906 -8.311007 0.020368  0  8.661740 0.032870  0  3.388524 0.036727  0 19.443170 0.049276  0  9.361978 0.056668  0
 1742 Pr 135  76  59 -1124.154132 -8.327068 0.011880  0 10.479226 0.032248  0  3.381693 0.032248  0 19.140966 0.024382  0  9.999143 0.039810  0
 1743 Pr 136  77  59 -1132.629940 -8.328161 0.011424  0  8.475808 0.023304  0  4.002975 0.021684  0 18.955034 0.031792  0 10.679412 0.031390  0
 1744 Pr 137  78  59 -1142.562574 -8.339873 0.008083  0  9.932634 0.019507  0  3.972089 0.008491  0 18.408442 0.019963  0 11.116113 0.017533  0
 1745 Pr 138  79  59 -1150.566042 -8.337435 0.011178  0  8.003468 0.019261  0  4.493941 0.011589  0 17.936102 0.022602  0 11.654106 0.064354  0
 1746 Pr 139  80  59 -1160.322263 -8.347642 0.007784  0  9.756221 0.018962  0  4.526512 0.012752  0 17.759689 0.015867  0 12.235704 0.009428  0
 1747 Pr 140  81  59 -1168.262912 -8.344735 0.006160  0  7.940649 0.013944  0  5.018882 0.013388  0 17.696870 0.017338  0 12.726526 0.009334  0
 1748 Pr 141  82  59 -1177.661724 -8.352211 0.001692  0  9.398812 0.007852  0  5.218219 0.003232  0 17.339461 0.009476  0 13.347113 0.003638  0
 1749 Pr 142  83  59 -1183.504872 -8.334541 0.001704  0  5.843148 0.003396  0  5.633219 0.003255  0 15.241960 0.007864  0 14.029156 0.003664  0
 1750 Pr 143  84  59 -1190.857056 -8.327672 0.001859  0  7.352184 0.003563  0  5.813849 0.004415  0 13.195332 0.003551  0 14.694323 0.006089  0
 1751 Pr 144  85  59 -1196.610612 -8.309796 0.002736  0  5.753556 0.004595  0  6.422533 0.005310  0 13.105740 0.004440  0 15.283900 0.008984  0
 1752 Pr 145  86  59 -1203.557267 -8.300395 0.007105  0  6.946655 0.009841  0  6.472702 0.009985  0 12.700211 0.008964  0 16.011970 0.014398  0
 1753 Pr 146  87  59 -1208.683748 -8.278656 0.034748  0  5.126481 0.041853  0  6.892748 0.068678  0 12.073136 0.037484  0 16.388980 0.047708  0
 1754 Pr 147  88  59 -1215.518085 -8.268831 0.015876  0  6.834337 0.050624  0  7.087302 0.032228  0 11.960818 0.022981  0 17.166334 0.028201  0
 1755 Pr 148  89  59 -1220.680772 -8.247843 0.015096  0  5.162687 0.030972  0  7.800178 0.023622  0 11.997024 0.049844  0 18.042748 0.048676  0
 1756 Pr 149  90  59 -1227.255999 -8.236617 0.009834  0  6.575227 0.024930  0  7.919598 0.021082  0 11.737914 0.025710  0 18.918572 0.020565  0
 1757 Pr 150  91  59 -1232.588502 -8.217257 0.009000  0  5.332503 0.018834  0  8.909256 0.019281  0 11.907730 0.024096  0 20.149398 0.028536  0
 1758 Pr 151  92  59 -1239.138883 -8.206218 0.011627  0  6.550381 0.020627  0  9.211458 0.023327  0 11.882884 0.021461  0 21.117288 0.211883  0
 1759 Pr 152  93  59 -1244.188660 -8.185452 0.018544  0  5.049777 0.030171  0  9.811708 0.036211  0 11.600158 0.027544  0 22.185774 0.453994  0
 1760 Pr 153  94  59 -1250.070360 -8.170395 0.011934  0  5.881700 0.030478  0  9.839235 0.163934  1 10.931477 0.023561  0 22.815731 0.447418  0
 1761 Pr 154  95  59 -1254.678220 -8.147261 0.113036  0  4.607860 0.124970  0 10.417095 0.266036  1 10.489560 0.131580  0 23.405084 0.417036  1
 1762 Pr 155  96  59 -1260.059897 -8.129419 0.017205  0  5.381677 0.130241  0 10.436772 0.171205  1  9.989537 0.029139  0 23.897761 0.323205  1
 1763 Pr 156  97  59 -1264.284852 -8.104390 0.156000  1  4.224955 0.173205  1 11.040727 0.466000  2  9.606632 0.269036  1 24.661716 0.464000  2
 1764 Pr 157  98  59 -1269.250852 -8.084400 0.314000  1  4.966000 0.470000  2 10.883727 0.626000  2  9.190955 0.331205  1 25.141716 0.779000  2
 1765 Pr 158  99  59 -1273.228852 -8.058410 0.316000  1  3.978000 0.630000  2 11.660727 0.787000  2  8.944000 0.472000  2 25.927716 0.784000  2
 1766 Pr 159 100  59 -1277.949852 -8.037420 0.477000  1  4.721000 0.793000  2 11.662727 0.951000  2  8.699000 0.791000  2  0.000001 0.000001  0
 1767 Pr 160 101  59 -1281.508852 -8.009430 0.320000  1  3.559000 0.797000  2  0.000001 0.000001  0  8.280000 0.636000  2  0.000001 0.000001  0
 1768 Nd 124  64  60  -998.186312 -8.049890 0.496000  1  0.000001 0.000001  0  1.645460 0.865000  2  0.000001 0.000001  0  1.199187 0.862000  2
 1769 Nd 125  65  60 -1009.363312 -8.074906 0.375000  1 11.177000 0.871000  2  1.742460 0.747000  2  0.000001 0.000001  0  1.865187 0.621000  2
 1770 Nd 126  66  60 -1022.732312 -8.116923 0.252000  1 13.369000 0.627000  2  2.233460 0.502000  2 24.546000 0.748000  2  2.577187 0.500000  2
 1771 Nd 127  67  60 -1033.391312 -8.136939 0.254000  1 10.659000 0.506000  2  2.458460 0.506000  2 24.028000 0.629000  2  3.382187 0.504000  2
 1772 Nd 128  68  60 -1046.266312 -8.173956 0.256000  1 12.875000 0.510000  2  3.085460 0.510000  2 23.534000 0.508000  2  4.076805 0.283972  1
 1773 Nd 129  69  60 -1056.248312 -8.187971 0.258000  1  9.982000 0.514000  2  3.198596 0.287824  1 22.857000 0.512000  2  4.828730 0.286829  1
 1774 Nd 130  70  60 -1068.665002 -8.220500 0.027950  0 12.416690 0.285950  1  4.101130 0.057749  0 22.398690 0.283950  1  5.619477 0.055854  0
 1775 Nd 131  71  60 -1077.908136 -8.228306 0.027510  0  9.243134 0.055460  0  3.871004 0.091730  0 21.659824 0.285510  1  6.037751 0.055503  0
 1776 Nd 132  72  60 -1089.637232 -8.254828 0.024156  0 11.729096 0.051666  0  4.403647 0.071185  0 20.972230 0.052106  0  6.560027 0.052106  0
 1777 Nd 133  73  60 -1098.615035 -8.260263 0.046550  0  8.977803 0.070706  0  4.383299 0.075458  0 20.706899 0.074060  0  7.181034 0.079300  0
 1778 Nd 134  74  60 -1110.000404 -8.283585 0.011792  0 11.385369 0.058342  0  4.987238 0.024294  0 20.363172 0.035948  0  7.732663 0.032252  0
 1779 Nd 135  75  60 -1118.638967 -8.286215 0.019170  0  8.638563 0.030962  0  4.964061 0.039538  0 20.023932 0.065720  0  8.352585 0.035529  0
 1780 Nd 136  76  60 -1129.695944 -8.306588 0.011832  0 11.056977 0.031002  0  5.541812 0.023712  0 19.695540 0.023624  0  8.923505 0.032200  0
 1781 Nd 137  77  60 -1138.152553 -8.307683 0.011782  0  8.456609 0.023614  0  5.522613 0.023206  0 19.513586 0.030952  0  9.525588 0.022042  0
 1782 Nd 138  78  60 -1148.657588 -8.323606 0.011592  0 10.505035 0.023374  0  6.095014 0.019675  0 18.961644 0.023424  0 10.067103 0.012000  0
 1783 Nd 139  79  60 -1156.724550 -8.321759 0.027661  0  8.066962 0.039253  0  6.158508 0.038839  0 18.571997 0.039443  0 10.652449 0.028072  0
 1784 Nd 140  80  60 -1167.040812 -8.336006 0.003500  0 10.316262 0.031161  0  6.718549 0.011284  0 18.383224 0.015092  0 11.245061 0.008468  0
 1785 Nd 141  81  60 -1175.045927 -8.333659 0.003243  0  8.005115 0.006743  0  6.783015 0.009403  0 18.321377 0.030904  0 11.801897 0.010471  0
 1786 Nd 142  82  60 -1184.874572 -8.344187 0.001420  0  9.828645 0.004663  0  7.212848 0.003112  0 17.833760 0.004920  0 12.431067 0.002960  0
 1787 Nd 143  83  60 -1190.998096 -8.328658 0.001430  0  6.123524 0.002850  0  7.493224 0.003134  0 15.952169 0.004673  0 13.126443 0.002981  0
 1788 Nd 144  84  60 -1198.815080 -8.325105 0.001296  0  7.816984 0.002726  0  7.958024 0.003155  0 13.940508 0.002716  0 13.771873 0.003852  0
 1789 Nd 145  85  60 -1204.570427 -8.307382 0.001450  0  5.755347 0.002746  0  7.959815 0.004186  0 13.572331 0.002880  0 14.382348 0.004024  0
 1790 Nd 146  86  60 -1212.135744 -8.302300 0.001314  0  7.565317 0.002764  0  8.578477 0.008419  0 13.320664 0.002610  0 15.051179 0.004194  0
 1791 Nd 147  87  60 -1217.427953 -8.281823 0.001323  0  5.292209 0.002637  0  8.744205 0.036071  0 12.857526 0.002773  0 15.636953 0.035253  0
 1792 Nd 148  88  60 -1224.760508 -8.275409 0.002072  0  7.332555 0.003395  0  9.242423 0.017948  0 12.624764 0.003386  0 16.329725 0.018424  0
 1793 Nd 149  89  60 -1229.799170 -8.253686 0.002086  0  5.038662 0.004158  0  9.118398 0.017182  0 12.371217 0.003409  0 16.918576 0.010612  0
 1794 Nd 150  90  60 -1237.174862 -8.247832 0.001350  0  7.375692 0.003436  0  9.918863 0.011184  0 12.414354 0.003422  0 17.838461 0.012598  0
 1795 Nd 151  91  60 -1242.509384 -8.228539 0.001359  0  5.334522 0.002709  0  9.920882 0.010359  0 12.710214 0.003445  0 18.830138 0.011640  0
 1796 Nd 152  92  60 -1249.787072 -8.222283 0.024472  0  7.277688 0.025831  0 10.648189 0.036099  0 12.612210 0.025822  0 19.859647 0.036172  0
 1797 Nd 153  93  60 -1255.039358 -8.202872 0.002754  0  5.252286 0.027226  0 10.850698 0.021298  0 12.529974 0.004113  0 20.662406 0.020421  0
 1798 Nd 154  94  60 -1261.605380 -8.192243 0.052668  0  6.566022 0.055422  0 11.535020 0.064602  0 11.818308 0.077140  0 21.374255 0.204668  1
 1799 Nd 155  95  60 -1266.135432 -8.168616 0.009145  0  4.530052 0.061813  0 11.457212 0.122181  0 11.096074 0.011899  0 21.874307 0.162145  1
 1800 Nd 156  96  60 -1272.396608 -8.156389 0.199992  0  6.261176 0.209137  0 12.336711 0.217197  0 10.791228 0.252660  0 22.773483 0.353992  1
 1801 Nd 157  97  60 -1276.455875 -8.130292 0.024963  0  4.059267 0.224955  0 12.171023 0.180963  1 10.320443 0.034108  0 23.211750 0.334963  1
 1802 Nd 158  98  60 -1282.066312 -8.114344 0.158000  1  5.610437 0.182963  1 12.815460 0.472000  2  9.669704 0.357992  1 23.699187 0.470000  2
 1803 Nd 159  99  60 -1285.889312 -8.087354 0.318000  1  3.823000 0.476000  2 12.660460 0.634000  2  9.433437 0.342963  1 24.321187 0.789000  2
 1804 Nd 160 100  60 -1291.418312 -8.071364 0.320000  1  5.529000 0.638000  2 13.468460 0.797000  2  9.352000 0.478000  2 25.131187 0.794000  2
 1805 Nd 161 101  60 -1294.822312 -8.042375 0.322000  1  3.404000 0.642000  2 13.313460 0.642000  2  8.933000 0.640000  2  0.000001 0.000001  0
 1806 Nd 162 102  60 -1299.950312 -8.024385 0.324000  1  5.128000 0.646000  2  0.000001 0.000001  0  8.532000 0.644000  2  0.000001 0.000001  0
 1807 Pm 126  65  61 -1008.357503 -8.002837 0.504000  1  0.000001 0.000001  0 -1.005809 0.879000  2  0.000001 0.000001  0  0.736651 0.876000  2
 1808 Pm 127  66  61 -1021.823503 -8.045854 0.381000  1 13.466000 0.885000  2 -0.908809 0.633000  2  0.000001 0.000001  0  1.324651 0.631000  2
 1809 Pm 128  67  61 -1032.943503 -8.069871 0.256000  1 11.120000 0.637000  2 -0.447809 0.510000  2 24.586000 0.760000  2  2.010651 0.508000  2
 1810 Pm 129  68  61 -1046.046503 -8.108888 0.258000  1 13.103000 0.514000  2 -0.219809 0.514000  2 24.223000 0.639000  2  2.865651 0.512000  2
 1811 Pm 130  69  61 -1056.627503 -8.127904 0.260000  1 10.581000 0.518000  2  0.379191 0.518000  2 23.684000 0.516000  2  3.577787 0.289824  1
 1812 Pm 131  70  61 -1068.949503 -8.159920 0.262000  1 12.322000 0.522000  2  0.284501 0.289950  1 22.903000 0.520000  2  4.385631 0.291799  1
 1813 Pm 132  71  61 -1079.091503 -8.174936 0.132000  1 10.142000 0.394000  2  1.183367 0.159510  1 22.464000 0.392000  2  5.054371 0.196220  1
 1814 Pm 133  72  61 -1090.897142 -8.202234 0.050274  0 11.805639 0.182274  1  1.259910 0.074430  0 21.947639 0.312274  1  5.663557 0.097303  0
 1815 Pm 134  73  61 -1100.299653 -8.211191 0.057754  0  9.402511 0.108028  0  1.684618 0.104304  0 21.208150 0.189754  1  6.067917 0.086662  0
 1816 Pm 135  74  61 -1111.684298 -8.234699 0.075465  0 11.384645 0.133219  0  1.683894 0.087257  0 20.787156 0.125739  0  6.671132 0.087967  0
 1817 Pm 136  75  61 -1120.873423 -8.241716 0.069088  0  9.189125 0.144553  0  2.234456 0.088258  0 20.573770 0.126842  0  7.198517 0.089456  0
 1818 Pm 137  76  61 -1131.847690 -8.261662 0.013015  0 10.974267 0.082103  0  2.151746 0.024847  0 20.163392 0.088480  0  7.693558 0.024895  0
 1819 Pm 138  77  61 -1140.786575 -8.266569 0.027738  0  8.938885 0.040753  0  2.634022 0.039520  0 19.913152 0.096826  0  8.156635 0.039162  0
 1820 Pm 139  78  61 -1151.417980 -8.283583 0.013622  0 10.631405 0.041360  0  2.760392 0.025214  0 19.570290 0.026637  0  8.855406 0.021705  0
 1821 Pm 140  79  61 -1160.202483 -8.287161 0.024220  0  8.784503 0.037842  0  3.477933 0.051881  0 19.415908 0.051958  0  9.636441 0.035398  0
 1822 Pm 141  80  61 -1170.583043 -8.302007 0.013959  0 10.380560 0.038179  0  3.542231 0.017459  0 19.165063 0.027581  0 10.260780 0.021743  0
 1823 Pm 142  81  61 -1179.273507 -8.304743 0.023572  0  8.690464 0.037531  0  4.227580 0.026815  0 19.071024 0.047792  0 11.010595 0.029732  0
 1824 Pm 143  82  61 -1189.163322 -8.315827 0.003003  0  9.889815 0.026575  0  4.288750 0.004423  0 18.580279 0.016962  0 11.501598 0.004695  0
 1825 Pm 144  83  61 -1195.690127 -8.303404 0.003024  0  6.526805 0.006027  0  4.692031 0.004454  0 16.416620 0.026596  0 12.185255 0.004728  0
 1826 Pm 145  84  61 -1203.612768 -8.300778 0.002900  0  7.922641 0.005924  0  4.797688 0.004196  0 14.449446 0.005903  0 12.755712 0.004759  0
 1827 Pm 146  85  61 -1209.870987 -8.286788 0.004380  0  6.258219 0.007280  0  5.300560 0.005830  0 14.180860 0.007404  0 13.260375 0.007116  0
 1828 Pm 147  86  61 -1217.530187 -8.282518 0.001470  0  7.659200 0.005850  0  5.394443 0.002784  0 13.917419 0.004370  0 13.972920 0.008575  0
 1829 Pm 148  87  61 -1223.424951 -8.266385 0.005772  0  5.894764 0.007242  0  5.996998 0.007095  0 13.553964 0.010152  0 14.741203 0.040520  0
 1830 Pm 149  88  61 -1230.694877 -8.259697 0.002235  0  7.269926 0.008007  0  5.934369 0.004307  0 13.164690 0.003705  0 15.176792 0.018111  0
 1831 Pm 150  89  61 -1236.299003 -8.241993 0.020100  0  5.604126 0.022335  0  6.499833 0.022186  0 12.874052 0.025872  0 15.618231 0.035196  0
 1832 Pm 151  90  61 -1244.159273 -8.239465 0.004681  0  7.860270 0.024781  0  6.984411 0.006031  0 13.464396 0.006916  0 16.903274 0.014515  0
 1833 Pm 152  91  61 -1250.098807 -8.224334 0.025840  0  5.939534 0.030521  0  7.589423 0.027199  0 13.799804 0.045940  0 17.510305 0.034840  0
 1834 Pm 153  92  61 -1257.563759 -8.219371 0.009027  0  7.464952 0.034867  0  7.776687 0.033499  0 13.404486 0.013708  0 18.424876 0.020654  0
 1835 Pm 154  93  61 -1263.499243 -8.204541 0.046354  0  5.935484 0.055381  0  8.459885 0.049108  0 13.400436 0.072194  0 19.310583 0.064898  0
 1836 Pm 155  94  61 -1269.998383 -8.193538 0.004650  0  6.499140 0.051004  0  8.393003 0.057318  0 12.434624 0.013677  0 19.928023 0.016584  0
 1837 Pm 156  95  61 -1275.293483 -8.174958 0.003588  0  5.295100 0.008238  0  9.158051 0.012733  0 11.794240 0.049942  0 20.615263 0.116624  0
 1838 Pm 157  96  61 -1281.498268 -8.162409 0.007065  0  6.204785 0.010653  0  9.101660 0.207057  0 11.499885 0.011715  0 21.438371 0.024270  0
 1839 Pm 158  97  61 -1286.361635 -8.141529 0.013430  0  4.863367 0.020495  0  9.905760 0.038393  0 11.068152 0.017018  0 22.076783 0.169430  1
 1840 Pm 159  98  61 -1291.898084 -8.125145 0.010017  0  5.536449 0.023447  0  9.831772 0.168017  1 10.399816 0.017082  0 22.647232 0.324017  1
 1841 Pm 160  99  61 -1296.367503 -8.102297 0.160000  1  4.469419 0.170017  1 10.478191 0.478000  2 10.005868 0.173430  1 23.138651 0.476000  2
 1842 Pm 161 100  61 -1301.734503 -8.085307 0.322000  1  5.367000 0.482000  2 10.316191 0.642000  2  9.836419 0.332017  1 23.784651 0.799000  2
 1843 Pm 162 101  61 -1305.933503 -8.061318 0.324000  1  4.199000 0.646000  2 11.111191 0.646000  2  9.566000 0.484000  2 24.424651 0.644000  2
 1844 Pm 163 102  61 -1310.899503 -8.042328 0.326000  1  4.966000 0.650000  2 10.949191 0.650000  2  9.165000 0.648000  2  0.000001 0.000001  0
 1845 Pm 164 103  61 -1314.515503 -8.015338 0.328000  1  3.616000 0.654000  2  0.000001 0.000001  0  8.582000 0.652000  2  0.000001 0.000001  0
 1846 Sm 128  66  62 -1022.948421 -7.991785 0.512000  1  0.000001 0.000001  0  1.124918 0.893000  2  0.000001 0.000001  0  0.216109 0.764000  2
 1847 Sm 129  67  62 -1034.425421 -8.018802 0.516000  1 11.477000 1.028000  2  1.481918 0.772000  2  0.000001 0.000001  0  1.034109 0.770000  2
 1848 Sm 130  68  62 -1048.036421 -8.061819 0.390000  1 13.611000 0.906000  2  1.989918 0.648000  2 25.088000 0.902000  2  1.770109 0.646000  2
 1849 Sm 131  69  62 -1058.720421 -8.081835 0.393000  1 10.684000 0.783000  2  2.092918 0.653000  2 24.295000 0.909000  2  2.472109 0.651000  2
 1850 Sm 132  70  62 -1071.688421 -8.118852 0.264000  1 12.968000 0.657000  2  2.738918 0.526000  2 23.652000 0.654000  2  3.023419 0.291950  1
 1851 Sm 133  71  62 -1081.937421 -8.134868 0.266000  1 10.249000 0.530000  2  2.845918 0.398000  2 23.217000 0.659000  2  4.029285 0.293510  1
 1852 Sm 134  72  62 -1094.094421 -8.164884 0.134000  1 12.157000 0.400000  2  3.197279 0.184274  1 22.406000 0.398000  2  4.457189 0.158156  1
 1853 Sm 135  73  62 -1103.695931 -8.175525 0.154575  0  9.601510 0.288575  1  3.396278 0.212329  0 21.758510 0.420575  1  5.080896 0.201125  0
 1854 Sm 136  74  62 -1115.720997 -8.203831 0.012512  0 12.025066 0.167087  0  4.036699 0.087977  0 21.626576 0.146512  1  5.720593 0.024304  0
 1855 Sm 137  75  62 -1125.007843 -8.211736 0.042333  0  9.286846 0.054845  0  4.134420 0.111421  0 21.311912 0.196908  0  6.368876 0.061503  0
 1856 Sm 138  76  62 -1136.550485 -8.235873 0.011868  0 11.542642 0.054201  0  4.702795 0.024883  0 20.829488 0.024380  0  6.854541 0.023700  0
 1857 Sm 139  77  62 -1145.504263 -8.241038 0.010842  0  8.953778 0.022710  0  4.717688 0.038580  0 20.496420 0.053175  0  7.351710 0.022624  0
 1858 Sm 140  78  62 -1156.651221 -8.261794 0.012460  0 11.146958 0.023302  0  5.233241 0.026082  0 20.100736 0.024328  0  7.993633 0.024052  0
 1859 Sm 141  79  62 -1165.200566 -8.263834 0.008601  0  8.549345 0.021061  0  4.998083 0.032821  0 19.696303 0.019443  0  8.476016 0.036262  0
 1860 Sm 142  80  62 -1176.324445 -8.283975 0.003124  0 11.123879 0.011725  0  5.741402 0.017083  0 19.673224 0.015584  0  9.283633 0.006624  0
 1861 Sm 143  81  62 -1184.926447 -8.286199 0.002860  0  8.602002 0.005984  0  5.652940 0.026432  0 19.725881 0.011461  0  9.880520 0.006103  0
 1862 Sm 144  82  62 -1195.446197 -8.301710 0.001584  0 10.519750 0.004444  0  6.282875 0.004587  0 19.121752 0.004708  0 10.571625 0.003004  0
 1863 Sm 145  83  62 -1202.203306 -8.291057 0.001595  0  6.757109 0.003179  0  6.513179 0.004619  0 17.276859 0.004455  0 11.205210 0.003025  0
 1864 Sm 146  84  62 -1210.619543 -8.291915 0.003066  0  8.416237 0.004661  0  7.006775 0.005966  0 15.173346 0.004650  0 11.804463 0.004362  0
 1865 Sm 147  85  62 -1216.960946 -8.278646 0.001323  0  6.341403 0.004389  0  7.089959 0.005703  0 14.757640 0.002918  0 12.390519 0.002773  0
 1866 Sm 148  86  62 -1225.102105 -8.277717 0.001332  0  8.141159 0.002655  0  7.571918 0.002802  0 14.482562 0.004398  0 12.966361 0.002646  0
 1867 Sm 149  87  62 -1230.972855 -8.261563 0.001341  0  5.870750 0.002673  0  7.547904 0.007113  0 14.011909 0.002664  0 13.544902 0.002664  0
 1868 Sm 150  88  62 -1238.959571 -8.259730 0.001350  0  7.986716 0.002691  0  8.264694 0.003585  0 13.857466 0.002682  0 14.199063 0.003422  0
 1869 Sm 151  89  62 -1244.556042 -8.242093 0.001208  0  5.596471 0.002558  0  8.257039 0.021308  0 13.583187 0.002549  0 14.756872 0.003294  0
 1870 Sm 152  90  62 -1252.813693 -8.242195 0.001216  0  8.257651 0.002424  0  8.654420 0.005897  0 13.854122 0.002566  0 15.638831 0.002566  0
 1871 Sm 153  91  62 -1258.682123 -8.226681 0.001224  0  5.868430 0.002440  0  8.583316 0.027064  0 14.126081 0.002432  0 16.172739 0.002583  0
 1872 Sm 154  92  62 -1266.649011 -8.224994 0.001386  0  7.966888 0.002610  0  9.085252 0.010413  0 13.835318 0.002602  0 16.861939 0.025858  0
 1873 Sm 155  93  62 -1272.455986 -8.209393 0.001550  0  5.806975 0.002936  0  8.956743 0.047904  0 13.773863 0.002774  0 17.416628 0.004304  0
 1874 Sm 156  94  62 -1279.696889 -8.203185 0.008580  0  7.240903 0.010130  0  9.698506 0.013230  0 13.047878 0.009966  0 18.091509 0.061248  0
 1875 Sm 157  95  62 -1285.085312 -8.185257 0.004396  0  5.388423 0.012976  0  9.791829 0.007984  0 12.629326 0.005946  0 18.949880 0.013541  0
 1876 Sm 158  96  62 -1291.729347 -8.175502 0.004898  0  6.644035 0.009294  0 10.231079 0.011963  0 12.032458 0.013478  0 19.332739 0.204890  0
 1877 Sm 159  97  62 -1296.758126 -8.155711 0.005883  0  5.028779 0.010781  0 10.396491 0.019313  0 11.672814 0.010279  0 20.302251 0.030846  0
 1878 Sm 160  98  62 -1302.856421 -8.142853 0.005920  0  6.098295 0.011803  0 10.958337 0.015937  0 11.127074 0.010818  0 20.790109 0.163920  1
 1879 Sm 161  99  62 -1307.365022 -8.120280 0.006762  0  4.508601 0.012682  0 10.997519 0.166762  1 10.606896 0.012645  0 21.475710 0.324762  1
 1880 Sm 162 100  62 -1313.374421 -8.107250 0.162000  1  6.009399 0.168762  1 11.639918 0.484000  2 10.518000 0.167920  1 21.956109 0.482000  2
 1881 Sm 163 101  62 -1317.571421 -8.083260 0.326000  1  4.197000 0.488000  2 11.637918 0.650000  2 10.206399 0.332762  1 22.749109 0.648000  2
 1882 Sm 164 102  62 -1323.032421 -8.067271 0.328000  1  5.461000 0.654000  2 12.132918 0.654000  2  9.658000 0.490000  2 23.082109 0.652000  2
 1883 Sm 165 103  62 -1326.811421 -8.041281 0.330000  1  3.779000 0.658000  2 12.295918 0.658000  2  9.240000 0.656000  2  0.000001 0.000001  0
 1884 Sm 166 104  62 -1331.700421 -8.022292 0.332000  1  4.889000 0.662000  2  0.000001 0.000001  0  8.668000 0.660000  2  0.000001 0.000001  0
 1885 Eu 130  67  63 -1033.335062 -7.948731 0.520000  1  0.000001 0.000001  0 -1.090359 1.036000  2  0.000001 0.000001  0  0.391559 0.776000  2
 1886 Eu 131  68  63 -1047.050062 -7.992749 0.393000  1 13.715000 0.913000  2 -0.986359 0.783000  2  0.000001 0.000001  0  1.003559 0.651000  2
 1887 Eu 132  69  63 -1058.081062 -8.015766 0.396000  1 11.031000 0.789000  2 -0.639359 0.789000  2 24.746000 0.916000  2  1.453559 0.656000  2
 1888 Eu 133  70  63 -1071.153062 -8.053782 0.266000  1 13.072000 0.662000  2 -0.535359 0.530000  2 24.103000 0.659000  2  2.203559 0.528000  2
 1889 Eu 134  71  63 -1081.889062 -8.073799 0.268000  1 10.736000 0.534000  2 -0.048359 0.534000  2 23.808000 0.664000  2  2.797559 0.400000  2
 1890 Eu 135  72  63 -1094.150062 -8.104815 0.135000  1 12.261000 0.403000  2  0.055641 0.269000  2 22.997000 0.401000  2  3.252920 0.185274  1
 1891 Eu 136  73  63 -1104.297062 -8.119831 0.136000  1 10.147000 0.271000  2  0.601131 0.290575  1 22.408000 0.404000  2  3.997409 0.193754  1
 1892 Eu 137  74  63 -1116.333563 -8.148420 0.004384  0 12.036501 0.140384  1  0.612566 0.016896  0 22.183501 0.139384  1  4.649265 0.079849  0
 1893 Eu 138  75  63 -1126.008622 -8.159483 0.027876  0  9.675059 0.032260  0  1.000779 0.070209  0 21.711560 0.163876  1  5.135199 0.096964  0
 1894 Eu 139  76  63 -1137.728364 -8.185096 0.013205  0 11.719742 0.041081  0  1.177879 0.025073  0 21.394801 0.017589  0  5.880674 0.026220  0
 1895 Eu 140  77  63 -1147.387542 -8.195625 0.051520  0  9.659178 0.064725  0  1.883279 0.062362  0 21.378920 0.079396  0  6.600967 0.079258  0
 1896 Eu 141  78  63 -1158.398506 -8.215592 0.012690  0 11.010964 0.064210  0  1.747285 0.025150  0 20.670142 0.025895  0  6.980526 0.026312  0
 1897 Eu 142  79  63 -1167.857696 -8.224350 0.030104  0  9.459190 0.042794  0  2.657130 0.038705  0 20.470154 0.081624  0  7.655213 0.054324  0
 1898 Eu 143  80  63 -1178.856893 -8.243754 0.011011  0 10.999197 0.041115  0  2.532448 0.014135  0 20.458387 0.023701  0  8.273850 0.024970  0
 1899 Eu 144  81  63 -1188.305974 -8.252125 0.010800  0  9.449081 0.021811  0  3.379527 0.013660  0 20.448278 0.040904  0  9.032467 0.034372  0
 1900 Eu 145  82  63 -1198.749792 -8.267240 0.003045  0 10.443818 0.013845  0  3.303595 0.004629  0 19.892899 0.014056  0  9.586470 0.006048  0
 1901 Eu 146  83  63 -1205.947134 -8.259912 0.005986  0  7.197342 0.009031  0  3.743828 0.007581  0 17.641160 0.016786  0 10.257007 0.009010  0
 1902 Eu 147  84  63 -1214.445589 -8.261535 0.002646  0  8.498455 0.008632  0  3.826046 0.005712  0 15.695797 0.005691  0 10.832821 0.005546  0
 1903 Eu 148  85  63 -1221.271458 -8.251834 0.010064  0  6.825869 0.012710  0  4.310512 0.011387  0 15.324324 0.016050  0 11.400471 0.014444  0
